total_price_excluding_optional_support,max_unit_price,avg_unit_price,min_unit_price,students_reached,posted_month,posted_dayofweek,total_quantity,primary_focus_subject,unique_items,primary_focus_area,school_metro,grade_level,resource_type,poverty_level,school_charter_t,school_magnet_t,label
260.18,83.09,39.63,17.0,280,8,6,8.0,Environmental Science,3,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
659.3,12.4,12.4,12.4,50,6,0,50.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,True,False,1
490.0,259.5,66.50833333,24.25,150,3,2,6.0,Literacy,6,Literacy & Language,rural,Grades PreK-2,Supplies,low poverty,False,False,1
268.0,22.17,11.76444444,8.05,50,4,1,18.0,Mathematics,9,Math & Science,rural,Grades 6-8,Other,highest poverty,False,False,1
201.0,5.17,5.17,5.17,76,4,6,30.0,Literature & Writing,1,Literacy & Language,suburban,Grades 9-12,Technology,highest poverty,False,False,1
714.45,512.63,131.518,29.99,900,5,6,5.0,Health & Wellness,5,Health & Sports,urban,Grades 6-8,Technology,highest poverty,False,False,0
168.55,4.79,4.79,4.79,100,3,6,25.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Supplies,highest poverty,False,True,1
426.64,2.81,2.81,2.81,125,4,2,125.0,Literature & Writing,1,Literacy & Language,rural,Grades 6-8,Supplies,moderate poverty,False,False,0
1382.58,1169.0,1169.0,1169.0,1,2,6,1.0,Music,1,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
655.97,199.99,199.99,199.99,50,9,6,3.0,Literacy,1,Literacy & Language,suburban,Grades 9-12,Technology,moderate poverty,False,False,0
510.0,20.8,20.8,20.8,20,5,3,20.0,Literacy,1,Literacy & Language,suburban,Grades 9-12,Other,moderate poverty,False,False,0
254.0,199.99,199.99,199.99,50,8,6,1.0,Music,1,Music & The Arts,suburban,Grades 9-12,Technology,moderate poverty,True,False,1
362.84,149.0,36.43555556,9.99,30,11,2,9.0,Other,9,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,True,False,0
430.26,228.87,136.12,43.37,25,10,4,4.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,True,1
366.79,319.99,319.99,319.99,240,9,1,1.0,Health & Life Science,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,False,1
835.55,14.59,13.02571429,12.4,120,10,6,59.0,Literacy,7,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,True,0
216.68,179.0,179.0,179.0,21,10,0,1.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Technology,highest poverty,False,False,1
486.0,19.99,8.5975,3.42,80,2,6,70.0,Mathematics,4,Math & Science,suburban,Grades 9-12,Supplies,highest poverty,False,False,1
377.0,85.0,18.21181818,1.49,30,6,2,22.0,Performing Arts,11,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
431.98,179.99,179.99,179.99,17,11,2,2.0,Character Education,1,Math & Science,rural,Grades PreK-2,Technology,moderate poverty,False,False,0
572.0,132.92,23.66125,0.61,75,4,0,55.0,Mathematics,16,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
138.0,7.15,5.0,3.55,19,12,5,24.0,Literacy,24,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,1
1783.5,1499.99,857.88,215.77,180,11,3,2.0,Environmental Science,2,Math & Science,suburban,Grades 9-12,Technology,moderate poverty,False,False,0
827.2,379.99,240.1166667,40.37,25,12,6,4.0,Environmental Science,3,Math & Science,suburban,Grades 6-8,Technology,low poverty,False,False,1
283.6,149.95,83.28333333,49.95,16,8,5,3.0,Literacy,3,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
400.23,27.35,8.012857143,2.84,30,1,6,75.0,Community Service,7,Health & Sports,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
1235.82,99.0,99.0,99.0,96,12,1,12.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
483.44,429.99,429.99,429.99,25,1,4,1.0,Visual Arts,1,Music & The Arts,rural,Grades 9-12,Technology,moderate poverty,False,False,0
308.86,50.39,45.79,39.99,24,10,6,6.0,Visual Arts,3,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
373.06,42.08,28.99909091,1.0,400,11,4,30.0,Character Education,11,Health & Sports,suburban,Grades 6-8,Other,highest poverty,True,False,1
193.77,6.29,6.29,6.29,25,11,0,25.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,moderate poverty,False,False,1
287.04,34.99,16.07333333,5.54,150,11,4,21.0,History & Geography,3,History & Civics,urban,Grades 9-12,Supplies,highest poverty,True,False,1
166.97,7.89,7.89,7.89,400,6,1,15.0,Mathematics,1,Math & Science,suburban,Grades 6-8,Technology,highest poverty,True,False,1
559.61,474.99,474.99,474.99,60,12,5,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Technology,highest poverty,False,True,1
201.61,19.94,8.0485,3.96,500,3,6,20.0,Visual Arts,20,Music & The Arts,suburban,Grades 6-8,Other,highest poverty,False,False,1
366.72,331.74,331.74,331.74,30,9,6,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,0
757.49,699.99,699.99,699.99,350,12,1,1.0,College & Career Prep,1,Health & Sports,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
306.79,16.25,16.25,16.25,75,11,5,15.0,Character Education,1,Math & Science,suburban,Grades 9-12,Technology,highest poverty,False,False,1
414.68,379.0,379.0,379.0,21,12,4,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
466.0,349.0,189.25,29.5,22,4,4,2.0,Literacy,2,Literacy & Language,suburban,Grades PreK-2,Supplies,moderate poverty,False,False,0
787.0,649.98,649.98,649.98,20,4,4,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,0
234.48,69.95,49.95,29.95,28,4,0,5.0,Literature & Writing,3,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
2085.0,2000.0,2000.0,2000.0,100,12,5,1.0,Character Education,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,0
490.37,71.24,15.70461538,0.65,300,9,1,110.0,Visual Arts,13,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
803.74,749.99,749.99,749.99,23,11,1,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
159.0,49.95,39.95,29.95,30,3,5,3.0,Literacy,3,Literacy & Language,suburban,Grades 6-8,Supplies,highest poverty,True,False,1
437.0,109.0,25.32,9.95,20,3,5,14.0,Mathematics,14,Math & Science,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
440.88,392.99,392.99,392.99,30,8,6,1.0,Special Needs,1,Special Needs,urban,Grades 6-8,Technology,highest poverty,True,False,1
229.5,8.99,8.99,8.99,22,10,5,20.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,highest poverty,False,False,1
711.88,329.99,329.99,329.99,40,9,2,2.0,Mathematics,1,Math & Science,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
147.35,100.76,100.76,100.76,26,11,5,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Supplies,moderate poverty,False,False,0
201.54,36.0,33.8,32.0,33,10,4,5.0,Literature & Writing,5,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
359.49,99.5,28.57727273,7.5,225,2,0,11.0,Mathematics,11,Math & Science,rural,Grades 6-8,Supplies,moderate poverty,False,False,1
638.92,159.0,119.0,39.0,34,8,6,5.0,Literacy,5,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
354.88,7.26,5.00125,2.91,28,2,6,64.0,Literacy,8,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
934.99,799.99,799.99,799.99,33,12,1,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,0
366.99,21.9,5.694615385,2.91,23,3,4,59.0,Literacy,38,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
717.08,195.0,168.0,159.0,36,2,4,4.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,0
395.13,322.99,322.99,322.99,26,2,5,1.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Technology,moderate poverty,False,False,1
242.87,1.69,1.69,1.69,120,8,1,120.0,History & Geography,1,History & Civics,urban,Grades 9-12,Supplies,highest poverty,False,False,1
436.95,19.5,7.169444444,3.69,65,12,3,56.0,Literature & Writing,54,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
447.99,399.99,399.99,399.99,23,5,4,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
216.62,27.99,14.99,1.99,30,8,5,14.0,Literature & Writing,2,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,True,1
853.9,79.99,79.99,79.99,90,12,3,10.0,Mathematics,1,Math & Science,rural,Grades 6-8,Technology,highest poverty,False,False,0
763.9,21.89,8.033888889,2.91,30,7,1,90.0,Mathematics,90,Math & Science,urban,Grades PreK-2,Other,highest poverty,True,False,1
591.0,12.59,8.622,5.39,90,4,1,50.0,Literature & Writing,5,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
1675.99,1399.99,1399.99,1399.99,100,1,1,1.0,Music,1,Music & The Arts,urban,Grades 6-8,Technology,highest poverty,False,False,0
319.26,47.49,22.195,10.16,30,11,6,12.0,Special Needs,12,Special Needs,suburban,Grades PreK-2,Other,moderate poverty,False,False,1
469.37,212.46,29.36083333,8.46,20,3,5,17.0,Literacy,12,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
135.0,99.5,99.5,99.5,25,8,2,1.0,Other,1,Health & Sports,urban,Grades 6-8,Other,highest poverty,False,False,1
196.0,87.84,75.6,63.36,150,3,3,2.0,Mathematics,2,Math & Science,urban,Grades 6-8,Other,highest poverty,False,False,1
182.0,69.5,46.46666667,29.95,22,6,2,3.0,Literature & Writing,3,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
674.0,8.71,8.71,8.71,60,5,4,65.0,Civics & Government,1,History & Civics,suburban,Grades 9-12,Other,highest poverty,False,False,1
322.28,41.54,25.465,6.49,25,3,4,28.0,Literature & Writing,4,Literacy & Language,suburban,Grades 6-8,Supplies,highest poverty,True,False,0
339.42,13.04,13.04,13.04,23,7,4,23.0,College & Career Prep,1,Health & Sports,urban,Grades 9-12,Other,highest poverty,False,True,1
365.05,296.01,296.01,296.01,500,3,2,1.0,Music,1,Music & The Arts,urban,Grades 6-8,Technology,highest poverty,False,False,1
371.05,305.87,305.87,305.87,25,9,3,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
1478.0,944.98,616.485,287.99,100,1,3,2.0,College & Career Prep,2,Health & Sports,urban,Grades 6-8,Technology,highest poverty,False,False,0
179.9,19.99,9.59,4.99,360,8,0,24.0,Music,5,Music & The Arts,rural,Grades 6-8,Supplies,highest poverty,False,False,1
537.74,449.99,449.99,449.99,137,2,6,1.0,Foreign Languages,1,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,False,1
302.8,62.25,36.265,0.4,28,8,0,16.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
456.44,9.98,7.073333333,5.39,50,12,2,60.0,Literature & Writing,3,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
1268.29,1219.99,1219.99,1219.99,23,10,0,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
310.65,49.95,27.65,16.95,40,1,2,10.0,Literacy,10,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
858.96,199.99,199.99,199.99,45,1,1,4.0,Literature & Writing,1,Literacy & Language,rural,Grades PreK-2,Technology,highest poverty,False,False,0
337.0,54.99,29.27,3.55,14,4,4,18.0,Social Sciences,2,History & Civics,rural,Grades PreK-2,Other,highest poverty,False,False,1
141.62,89.99,36.65666667,9.99,240,8,2,3.0,Music,3,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,True,False,1
178.0,119.99,67.99,15.99,300,10,4,2.0,Economics,2,History & Civics,rural,Grades 9-12,Technology,moderate poverty,False,False,1
315.18,255.76,255.76,255.76,8,9,6,1.0,Special Needs,1,Special Needs,urban,Grades PreK-2,Technology,highest poverty,False,False,1
475.11,233.06,197.36,161.66,23,3,2,2.0,Literacy,2,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,False,False,0
400.92,99.5,45.68,24.99,8,1,5,8.0,Mathematics,8,Math & Science,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
132.31,2.24,2.24,2.24,50,9,5,45.0,History & Geography,1,History & Civics,suburban,Grades 6-8,Supplies,moderate poverty,False,False,1
172.0,15.25,8.165625,5.39,100,1,5,16.0,Literature & Writing,16,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
271.0,95.0,71.33333333,39.5,19,4,4,3.0,Literacy,3,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,True,False,1
527.26,149.0,65.594,16.99,26,3,5,11.0,Literacy,5,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,0
426.47,89.95,39.73666667,12.99,20,10,3,11.0,Literature & Writing,9,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,0
381.01,42.17,13.48625,1.0,37,12,3,34.0,Character Education,16,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,1
573.57,480.48,480.48,480.48,25,2,2,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
220.65,18.99,14.44846154,11.99,22,4,1,13.0,Literacy,13,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,1
372.0,299.99,299.99,299.99,80,4,3,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,False,False,1
477.0,229.0,129.3333333,79.5,14,4,3,3.0,Character Education,3,Math & Science,rural,Grades PreK-2,Other,highest poverty,False,False,0
220.0,20.65,9.04,2.87,120,4,6,46.0,Literacy,3,Literacy & Language,rural,Grades 6-8,Supplies,highest poverty,False,False,1
447.99,399.99,399.99,399.99,20,1,6,1.0,Literature & Writing,1,Literacy & Language,suburban,Grades 6-8,Technology,moderate poverty,False,False,0
375.52,25.45,25.45,25.45,600,1,5,12.0,Music,1,Music & The Arts,rural,Grades 6-8,Supplies,moderate poverty,False,False,0
364.77,162.45,162.45,162.45,20,9,4,2.0,Mathematics,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,True,1
184.86,36.31,21.79571429,13.2,72,11,4,7.0,History & Geography,7,History & Civics,rural,Grades 6-8,Other,highest poverty,False,False,1
188.0,12.0,12.0,12.0,12,3,2,12.0,Music,1,Music & The Arts,rural,Grades 9-12,Supplies,highest poverty,False,False,1
305.94,40.5,40.5,40.5,65,1,1,6.0,Character Education,2,Math & Science,urban,Grades 6-8,Supplies,highest poverty,True,False,1
227.44,96.02,94.8,93.58,10,11,1,2.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
211.68,179.0,179.0,179.0,27,9,2,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,True,False,1
221.96,57.59,19.175,2.06,30,8,2,38.0,Literature & Writing,4,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
445.33,121.58,121.58,121.58,20,3,0,3.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
134.45,54.95,39.465,23.98,20,11,6,3.0,Special Needs,2,Special Needs,suburban,Grades 6-8,Other,highest poverty,False,False,1
1283.96,0.0,0.0,0.0,110,4,2,0.0,Character Education,0,Health & Sports,urban,Grades 6-8,Trips,highest poverty,False,False,1
401.0,23.96,11.022,3.59,30,4,6,57.0,Literacy,10,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
463.0,99.7,94.1,88.5,275,10,1,4.0,Sports,2,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,1
153.17,56.99,27.615,14.92,700,4,5,4.0,Music,4,Music & The Arts,rural,Grades 6-8,Supplies,highest poverty,False,False,1
349.09,55.46,28.57909091,14.76,25,8,0,11.0,Literacy,11,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
174.0,8.82,8.82,8.82,11,1,3,15.0,Literacy,1,Literacy & Language,rural,Grades PreK-2,Supplies,moderate poverty,False,False,1
295.7,6.1,6.1,6.1,65,1,4,40.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,True,1
475.03,73.5,39.465,12.95,70,12,5,10.0,Nutrition,10,Health & Sports,suburban,Grades 6-8,Supplies,highest poverty,True,False,1
351.49,299.99,299.99,299.99,120,8,6,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Technology,highest poverty,True,False,1
249.99,199.99,199.99,199.99,66,11,3,1.0,Literature & Writing,1,Literacy & Language,urban,Grades 9-12,Technology,highest poverty,False,True,1
310.93,3.59,3.29,2.99,120,11,2,80.0,Mathematics,2,Math & Science,urban,Grades 9-12,Other,highest poverty,False,False,1
397.38,42.5,15.478125,4.25,340,3,0,29.0,Character Education,15,Health & Sports,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
406.65,329.99,179.63,29.27,30,8,3,2.0,Other,2,Health & Sports,suburban,Grades 9-12,Technology,highest poverty,False,False,1
203.96,35.99,11.69,3.59,50,5,6,32.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
476.3,118.39,36.38818182,18.99,30,10,1,11.0,Literacy,11,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
433.0,111.76,27.80083333,5.98,28,4,3,13.0,Literacy,12,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,0
372.64,123.49,43.26,15.19,25,11,4,7.0,Literacy,7,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,0
291.65,39.99,19.25666667,2.79,28,4,4,22.0,Literacy,3,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
308.19,23.74,10.47916667,2.37,20,12,4,47.0,Literature & Writing,12,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
887.7,764.75,764.75,764.75,20,5,4,1.0,Character Education,1,Math & Science,urban,Grades 9-12,Technology,highest poverty,True,False,1
524.81,24.8,16.6125,6.56,56,12,6,61.0,Literature & Writing,4,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,True,1
336.64,80.22,74.295,69.77,75,7,1,4.0,Literacy,4,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
239.21,26.99,24.49,15.99,75,11,2,8.0,Social Sciences,8,History & Civics,suburban,Grades 6-8,Technology,highest poverty,False,False,1
511.04,469.0,469.0,469.0,400,1,4,1.0,Environmental Science,1,Math & Science,urban,Grades PreK-2,Other,highest poverty,False,False,0
653.01,470.0,139.6875,6.5,150,10,0,4.0,Health & Life Science,4,Math & Science,urban,Grades 9-12,Technology,highest poverty,False,True,0
777.74,119.99,119.99,119.99,120,7,1,6.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Technology,low poverty,False,False,0
247.9,69.28,22.8375,2.99,160,11,3,25.0,History & Geography,4,History & Civics,rural,Grades 9-12,Supplies,highest poverty,False,False,1
194.43,83.5,81.0,78.5,52,12,6,2.0,Literacy,2,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,True,False,1
273.0,107.99,107.99,107.99,30,9,3,2.0,Visual Arts,1,Music & The Arts,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
479.87,14.61,14.61,14.61,25,12,1,30.0,Literacy,1,Literacy & Language,rural,Grades 6-8,Other,highest poverty,False,False,0
531.72,445.49,445.49,445.49,24,9,3,1.0,Mathematics,1,Math & Science,urban,Grades 6-8,Technology,highest poverty,True,False,0
407.0,237.0,141.595,46.19,10,4,5,3.0,Special Needs,2,Special Needs,urban,Grades 9-12,Other,highest poverty,False,False,0
142.38,113.52,113.52,113.52,125,12,6,1.0,History & Geography,1,History & Civics,urban,Grades 9-12,Technology,highest poverty,False,False,1
632.87,113.37,20.28392857,2.88,20,10,5,28.0,Literacy,28,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,True,False,1
897.0,25.19,25.19,25.19,80,4,4,30.0,Character Education,1,Math & Science,rural,Grades 9-12,Technology,highest poverty,False,False,1
353.56,229.0,78.4625,19.95,60,10,2,4.0,Literacy,4,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,False,0
156.65,39.95,39.95,39.95,30,9,4,3.0,Literacy,1,Literacy & Language,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
126.0,99.99,99.99,99.99,155,4,2,1.0,History & Geography,1,History & Civics,urban,Grades 9-12,Technology,highest poverty,False,False,1
797.94,344.37,344.37,344.37,24,2,0,2.0,Special Needs,1,Special Needs,urban,Grades 6-8,Other,highest poverty,True,False,0
434.0,239.95,117.2366667,55.88,30,4,0,3.0,Literacy,2,Literacy & Language,rural,Grades 6-8,Supplies,highest poverty,False,False,0
834.67,249.09,144.835,40.58,50,7,4,4.0,Character Education,2,Math & Science,rural,Grades 9-12,Technology,moderate poverty,False,False,0
282.36,46.0,44.8,42.0,75,12,2,5.0,Music,5,Music & The Arts,suburban,Grades 6-8,Supplies,highest poverty,False,False,1
1172.57,303.99,24.19125,0.62,36,4,4,265.0,Literacy,24,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,0
225.98,99.99,99.99,99.99,85,3,1,2.0,Character Education,1,Health & Sports,urban,Grades 9-12,Technology,highest poverty,False,True,1
130.0,31.89,31.89,31.89,33,4,4,3.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
599.42,35.0,25.5,19.0,21,11,6,22.0,Literacy,22,Literacy & Language,suburban,Grades PreK-2,Other,moderate poverty,False,False,0
463.0,26.98,15.27,7.6,26,12,0,32.0,Environmental Science,5,Math & Science,urban,Grades 6-8,Supplies,highest poverty,False,False,1
1036.58,368.86,179.656,59.84,35,2,4,5.0,Literature & Writing,5,Literacy & Language,suburban,Grades PreK-2,Other,highest poverty,True,False,0
254.0,199.99,199.99,199.99,70,3,1,1.0,Mathematics,1,Math & Science,rural,Grades 6-8,Technology,highest poverty,False,False,1
192.0,56.69,30.8825,9.89,28,9,1,6.0,ESL,4,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,False,False,1
461.28,399.99,209.99,19.99,625,1,6,2.0,Performing Arts,2,Music & The Arts,rural,Grades PreK-2,Supplies,moderate poverty,False,False,1
246.63,9.49,9.49,9.49,46,11,3,20.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Supplies,highest poverty,True,False,1
4097.81,124.28,124.28,124.28,28,9,6,28.0,Mathematics,1,Math & Science,urban,Grades 9-12,Other,highest poverty,False,True,1
267.4,52.86,36.102,13.96,300,7,1,7.0,Music,5,Music & The Arts,suburban,Grades 6-8,Technology,highest poverty,False,False,1
140.75,13.13,5.195714286,1.5,35,11,5,21.0,Literacy,21,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
488.58,399.99,219.99,39.99,125,11,1,2.0,Music,2,Music & The Arts,suburban,Grades 9-12,Technology,highest poverty,False,False,0
394.5,322.42,322.42,322.42,125,9,3,1.0,Literacy,1,Literacy & Language,urban,Grades 9-12,Other,highest poverty,False,False,1
132.63,101.11,101.11,101.11,22,2,5,1.0,Health & Wellness,1,Health & Sports,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
343.3,26.76,19.16666667,10.26,45,6,2,27.0,Character Education,3,Health & Sports,urban,Grades 6-8,Other,highest poverty,True,False,0
139.82,16.95,7.83,1.25,25,8,3,63.0,Literature & Writing,3,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
374.93,29.99,16.907,3.79,90,9,2,16.0,Literacy,10,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
731.17,39.75,25.44714286,7.99,600,10,1,50.0,Foreign Languages,7,Literacy & Language,rural,Grades 6-8,Supplies,highest poverty,False,False,0
113.0,80.7,80.7,80.7,30,10,2,1.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,False,False,1
593.0,430.0,161.9833333,25.95,280,4,4,3.0,Visual Arts,3,Music & The Arts,urban,Grades 6-8,Other,highest poverty,False,True,0
289.0,95.0,38.29166667,19.95,31,4,6,6.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
737.21,199.99,114.99,24.99,100,10,6,6.0,Special Needs,4,Special Needs,rural,Grades 6-8,Technology,moderate poverty,False,False,1
148.09,18.95,17.95,16.95,9,2,4,6.0,Literature & Writing,3,Literacy & Language,rural,Grades PreK-2,Other,highest poverty,False,False,1
372.0,149.9,149.9,149.9,130,1,0,2.0,Music,1,Music & The Arts,rural,Grades 9-12,Technology,highest poverty,False,False,1
1054.77,77.89,37.14333333,15.29,115,12,1,52.0,Literature & Writing,3,Literacy & Language,urban,Grades 9-12,Other,highest poverty,True,False,1
189.09,139.99,139.99,139.99,400,7,4,1.0,Music,1,Music & The Arts,suburban,Grades 6-8,Technology,highest poverty,True,False,1
440.99,399.99,399.99,399.99,32,8,3,1.0,Literacy,1,Literacy & Language,urban,Grades PreK-2,Technology,highest poverty,False,False,0
412.12,249.99,19.98444444,3.11,23,5,1,18.0,Literacy,18,Literacy & Language,urban,Grades PreK-2,Other,highest poverty,False,False,1
394.0,129.0,79.475,29.95,25,12,0,4.0,Visual Arts,2,Music & The Arts,suburban,Grades PreK-2,Supplies,highest poverty,False,False,1
388.63,8.71,8.71,8.71,40,1,5,40.0,Literature & Writing,1,Literacy & Language,urban,Grades 6-8,Other,highest poverty,True,False,1
332.98,199.0,149.25,99.5,23,11,0,2.0,Literacy,2,Literacy & Language,rural,Grades 6-8,Technology,moderate poverty,False,False,0
409.48,279.0,184.475,89.95,80,4,1,2.0,Literacy,2,Literacy & Language,rural,Grades PreK-2,Supplies,highest poverty,False,False,1
437.84,389.99,389.99,389.99,10,8,5,1.0,Mathematics,1,Math & Science,urban,Grades PreK-2,Technology,highest poverty,True,False,0
833.55,14.05,9.255882353,2.92,90,2,6,85.0,Literature & Writing,17,Literacy & Language,suburban,Grades 9-12,Other,highest poverty,False,False,1
659.0,9.85,9.85,9.85,55,11,0,55.0,History & Geography,1,History & Civics,urban,Grades 9-12,Other,highest poverty,False,False,1
240.97,49.99,27.56142857,3.99,25,2,5,7.0,Literacy,6,Literacy & Language,urban,Grades PreK-2,Supplies,highest poverty,False,False,1
486.89,401.68,401.68,401.68,30,2,0,1.0,Literacy,1,Literacy & Language,suburban,Grades PreK-2,Supplies,highest poverty,False,True,0
327.0,4.75,4.75,4.75,200,2,1,55.0,Visual Arts,1,Music & The Arts,rural,Grades 6-8,Supplies,highest poverty,False,False,1
447.98,199.99,199.99,199.99,35,8,1,2.0,Literacy,1,Literacy & Language,urban,Grades 6-8,Technology,highest poverty,False,False,1
228.47,89.0,89.0,89.0,78,10,1,2.0,Literacy,2,Literacy & Language,rural,Grades PreK-2,Other,moderate poverty,False,False,1
491.0,399.99,399.99,399.99,24,4,3,1.0,Character Education,1,Health & Sports,urban,Grades PreK-2,Technology,moderate poverty,False,False,0
235.83,2.84,2.84,2.84,65,8,6,65.0,College & Career Prep,1,Health & Sports,urban,Grades 6-8,Supplies,highest poverty,False,False,0
